speaker_id,task,text,info_sex,info_age,info_l1_english,info_l1_other,info_l2_english_l1,info_l2_english_aoa
171,happy,"Personally we're planning for the trip uh during study break with my friend and first she say she want do go to Las Vegas and I said alright it's fine, we can just drive there and then rent a car it's probably four hours and a half and she said yeah n- apart from those uh um b- uh beautiful casinos there are some else uh death valleys and other national parks and we can spend probably spend four days there and then yeah it's great we could just yeah get to drive there and go around the uh the president that's interesting yeah?",M,21,N,NA,Mandarin,7
171,neutral,"Yeah an Today for my school there nothing really interesting happens and I met a friend with talk about the plan for spring break and he said he would go to Las Vegas for for was three days and I said I really don't have any plan for this break and he said do you want to join us and I say no thanks actually I don't like Vegas a lot and I've been there once actually and they said okay that's fine have a nice study break yeah and I say alright you too and that's probably what would I have done, yep",M,21,N,NA,Mandarin,7
165,annoyed,"filtered_so, my friend annoyed me this week I had to house sit for her, which that's not the issue, the issue was that she was supposed to find someone to cover me on Friday because I have classes But first off, she didn't even find anyone to cover me it really p- p- pissed me off actually Um b- then she started trying to guilt me into still house sitting on that Friday and I'm filtered_like filtered_well I I can't really house sit I have discussions and pretty much right after that she ended up guilting me even further and eventually I just said alright it's fine it's fine I'll I'll house sit on the Friday, I have discussions yeah, it sucks that I missed discussion but you know what y- y- you can't find anyone to house sit for you filtered_so I guess I'll do it. uh filtered_so yeah, that that really annoyed me lately or actually yesterday. or Thursday, sorry.",M,26,Y,NA,NA,NA
165,phonecall,"Hey, how you doing eh yeah w- we took a little bit longer than expected. The R A um the research assistant had to uh finish something up before getting to me I'm just waiting for the clock to s- oh! I'm recording now, so yeah, um she was just kind of waiting for pretty much she was typing something so what you been up to? yeah okay okay filtered_so how, filtered_so zi- +zip low is not really working out too well? Oh yeah I I didn't really even um knew what zi- +zip low was until you kind of told me what it was yeah okay okay so oh sorry filtered_so um I shocked my mentor yesterday uh about how much uh shit I learned yeah uh cause I ended up forcing him to talk to- not forcing him but I ended say- sitting him down to talk about different services and um I asked him about if we're gonna do cross platforming and other things and he was just filtered_like oh we don't need to worry about that it's filtered_like yeah it's uh that we worry about that on second stage and then I literally presented him with a bunch of information I was filtered_like no we ki- kind of have to consider it before we consider doing a server because we need to know exactly what's happening because some of these um options offer services uh in serving filtered_so I was just l- +filtered_like filtered_so I was just filtered_like we need to discuss this filtered_so now I got to make a damn spread sheet yeah but no y- he was, he was really amazed about the knowledge I got in the last two weeks no no, I'm I'm still gonna graduate with a ling and Japanese major um that's just kind of oh it's two minutes that's just kind of um pretty much a side thing huh huh but I am taking a class yeah filtered_so it it it's interesting, it's not too bad, just a lot of it's self study oh now I'm just, talking huh huh that too",M,26,Y,NA,NA,NA
165,happy,"filtered_so yesterday I was talking to my pro- a mentor, uh, we were talking about server data and I really shocked him, I really did um, he was very surprised how much knowledge I ended up having First we ended up talking about servers um and the different cloud computing services that they had and he was very shocked how well I actually knew about the services of the cloud um first w- secondly we talked about um different platforms and cross platforming, it was awesome.",M,26,Y,NA,NA,NA
165,annoyed,"First, uh I went on this date last week she was really boring, filtered_like we ended up talking and I had to do all the talking. Second after we got to the restaurant she ended up ordering everything and only ate a couple of pieces of the food. Thirdly, Oh, wow she wanted to go out for coffee and do all these other activities and I was just done with it, I was fed with it, I didn't want to talk about",M,26,Y,NA,NA,NA
164,annoyed,"I think the thing that most annoyed me recently was talking to this person about sign language in general, and basically the T A for sign language at U C L A is such a giant horrible person and basically she has this holier than thou kind of feeling and she, everytime that I sign something she's filtered_like oh no you're supposed to sign it like this and I say filtered_like No, I sign it how my community says it I don't need to sign it the way that you think that it should be prescribed to me I don't know. but using languages a completely there's or just ridiculous, especially if they're not even part of the community",M,22,Y,Hiligaynon,NA,2
164,phonecall,hi what's up Wait rue Paul's finale from last season Oh O K I don't care then also what I have to tell you I watched parks and recreation finale I didn't I didn't cry and I was very disappointed uh huh I actually wanna watch that then O we need to watch new show um did you hear about Kim E Schmidt it's the executive producer Robert car lock from thirty rock and Tina A writing um writing a show about a girl who left a dooms day cult and now is living in New York and she's working for Jane cow ski who is an up filtered_like she's from up town and she's super rich and she's crazy and it's so funny it just came out today filtered_so filtered_like I was I was watching the interview about Jane's she was filtered_like yeah I wasn't gonna do it initially because I had a job on a pilot on fox and then Tina A after it after it got cancelled Tina A called me was filtered_like I have a job for you and she's filtered_like I'll do it doesn't matter I don't care I trust you filtered_like that's literally filtered_like my favorite thing and it's the girl whose plays um the weird really filtered_like O my god the the little mouse E girl from the office I can't remember not Pam the other one yes I think yeah her she's the main character air in there you go she's very yeah she's very awkward and funny she's the main character Kim E Schmidt it's a net flicks series so there's thirteen episodes out today filtered_so I guess we're just gonna watch thirteen episodes today I am actually really excited because it's just Jane cow see being Jane cow ski and then everyone else just works around her no I know I'm pretty sure I'm gonna die O K um I just finished the two minutes of data let me call you back K bye,M,22,Y,Hiligaynon,NA,2
164,happy,"filtered_so it's not common that I get really happy. But I do feel like really crazy bouts of joy sometimes filtered_like recently I was just lying in bed with my boyfriend and we were talking about how our relationship works because we're not monogamous and I asked him if he thought that our relationship was better than everyone else's and he said yeah I hi didn't really have much to say and he said, I think that we get each other more than anybody else. and that really made me happy.",M,22,Y,Hiligaynon,NA,2
164,neutral,"Yesterday I was sitting with my boyfriend and we were talking about this waiter that was um seeing us for the night I suppose or doting on us for the night and the waiter was kind of forward he like very just simply said that we were just in his restaurant for too long, and we were just studying, so it was nothing special, my boyfriend was filtered_like God I can't imagine being straight and I was filtered_like yeah, you know what you're right I can't imagine having to prove that all the time, that's too much for me.",M,22,Y,Hiligaynon,NA,2
163,annoyed,"filtered_so the decision had to come down, there was uh, my roommate was filtered_like I really wanna go to the bar I said maybe you shouldn't, you have a final in the morning I know you have an eight o'clock class maybe going to the bar isn't the best thing for you to do tonight he said that he needs to go to the bar because he needs to de-stress. I said you're a crazy person, and you deserve whatever grade you get. uh, because of your behavior sir.",M,26,Y,NA,NA,NA
163,phonecall,"David you're a crazy person it's all good. Yeah yeah yeah. What are you doing? m- yeah? you, oh okay yeah interesting huh, it's not filtered_like he has a touch, no nothing. Right yeah we're born into unfortunate circumstances, you know. filtered_like if, for us is if we had a person that was just filtered_like an orphan, you know what I mean and was uh born into a foster care system or whatever, didn't necessarily have the same support as everybody else did, kind a bounced around a little bit, you may tell me that his his worth is based on how hard he worked wherever he lands or ends up well just because someone has, doesn't mean it's, it's the same you right yeah yeah that's that's pretty that's pretty convenient right where it's filtered_like hard work never come anything so if you are i- if you want something work hard for it and and you will get it and if you don't then I guess it wasn't meant to be filtered_so it seems filtered_like the ideology's gonna work out anyway filtered_so why even think about things okay, yeah that's a new age ideology there's a lot of other fuzziness that goes into that but yeah only a person who is pretty much comfortable where they are can h- can afford to have that ideology uh anyone else is filtered_like ah I really can't afford to have that that mind set, I got to, filtered_like I'm out here starving uh but it is what it is it is, alright but, let me run off, uh I'm a hit you back actually really soon, I'm a I'm a I'm a chat with you later though no you, you gonna answer, alright bye.",M,26,Y,NA,NA,NA
163,happy,"Okay filtered_so I was applying for these summer research opportunities as you know and uh I got called in for an interview today. um, filtered_so I sat down, I came in, I had my tie and everything, I was very professional um I sat down and she axe me um uh what were my hobbies and filtered_so I said, you know I like to to to to run, I like to play basketball, I like to research, that I I already have an an uh a good hobby and um I really love to go and w- and and watch Ted talk videos and filtered_so um she really like that answer filtered_so she told me that I uh that she would like to have me back for a second interview. filtered_so I'm really excited about this.",M,26,Y,NA,NA,NA
163,neutral,"filtered_so I went to my professor's office hours today for um to ask him for a letter or recommendation um he axed me what it was for and I I told him it was for a scholarship um that was in the field uh it wasn't gonna be it didn't have to be very long or extensive and that I was telling other pe- +people uh asking another professor to write one for me as filtered_well um filtered_so I told him that it didn't have to be very long but that if he could write a strong letter, uh that I would really appreciate it. uh he said that he would and I think that it's gonna be good filtered_so just wanna make sure that I remind him uh as the day draws near.",M,26,Y,NA,NA,NA
162,annoyed,"filtered_so when we bought the apartment uh my friend and I agreed that I'll pay i- a total, twelve hundred dollars and he will pay the same. however when it was time for the month to pay the rent, he said oh you know what you can pay eighteen hundred dollars I don't have that much money this month and I will give you the money next month, I was filtered_like oh okay I'll pay eighteen hundred filtered_so next month I will only pay six hundred dollars. but then the next month comes, he still makes me pay twelve hundred dollars and he pays twelve hundred dollars also which means I couldn't pay that I had to pay six hundred dollars more filtered_so I was filtered_like we agreed that we will pay equal share but then he said oh you know what whatever, it's only six hundred dollars I was filtered_like no it's not okay, you had to pay me back again.",M,20,N,NA,Punjabi,14
162,phonecall,"Hey uncle mow say ru- Dude, yeah, w- what are you doing no dude, okay oh cause um, we were gonna study for my O chem- +chemistry final, filtered_like I was gonna start today and uh, I just listened to the lectures over no, it's a final like a written final yeah no dude I her filtered_like that class is filtered_so fucking hard because i- i- what happened is that um, he gave us the practice exams right but overall uh filtered_like a- +at the highest grade in that class like everyone basically gets a C on the final that's his average yeah dude it's as hard. Hey, did he post the grades online yet, for the, L S four yeah I know I was b- k- he said he was gonna do it this weekend right it's uh on filtered_so on Monday we have a L S four right and then on Wednesday I have a a neuroscience and then on Friday I have O chem- +chemistry so it's filtered_like two days a part, so that's good filtered_like not this Monday on filtered_like during finals week. filtered_like, y- that's yeah on Monday it's our L S four yeah dude, uh, you know filtered_like how he said it's filtered_like five percent gets an A um, uh yeah I, I will kind a do that but I think it's gonna be hard yeah, I I I did I'm filtered_like oh, it's a yeah it's I mean filtered_like he still hasn't covered the whole filtered_like we still have filtered_like four lectures to go filtered_so hopefully by that time but yeah dude yeah filtered_so filtered_well, w- are you filtered_like studying for genetics now, filtered_like uh huh yeah um I'm a try it like straight us V but filtered_like all I I honestly this week I was gonna study for O chem- +chemistry and then this weekend I can't really study cause I have a wedding to go to but uh yeah I'll yeah dude okay filtered_so they were filtered_like saying uh uh column with my parents uh l- last night on like a holidays and everything and filtered_so it's filtered_like uh we built a new oh, house sitting yeah right filtered_so everyone's there having a fun and I like you, sh- yeah yeah filtered_like his wedding y- yeah yeah filtered_like yesterday was a ring ceremony and uh wedding's uh what's today Monday uh it's Wednesday so yeah it's pretty tight yeah but filtered_like uh a huh? yeah no filtered_like yeah ev- everyone's okay filtered_like my cha chee- +cheek filtered_like she's there so oh she sh- she like comes over and she's filtered_like oh you guys good and everything yeah so yeah but overall it's fine and uh filtered_like they gonna come back in filtered_like a month so yeah it's gonna be yeah hopefully yeah oh it's uh you know Colin uh y- you know Connor right I filtered_like I told you about him yeah it's his it's his sister's wedding here in L A uh this weekend so yeah that's what th- that's where we're going No no no, it's it's in L A, yeah it's in L A. yeah are you sick? Or what yeah alright take care bro, I'll talk to you later okay alright alright thanks man bye",M,20,N,NA,Punjabi,14
162,happy,"filtered_so I was talking to my cousin last week and since they're getting married this week, and I was filtered_like hey what's your plan for the honeymoon and the wedding and everything he said filtered_well, we're going to India for sure cause both the girl and the boy, they're from India and I was filtered_like oh, that's really exciting uh, so what's your plan there, where'd you gonna live he's filtered_like oh filtered_well, will build a new house there filtered_so uh everything's gonna be there, all the relatives everyone is gonna be there and it's gonna be a music k- you know the Indian style weddings, he said I was filtered_like wow dude, really nice, I wish I could've come but then I was filtered_like, I have finals next week, you know but I was really excited for him, s- cause his, it's filtered_like my first cousin's wedding in India, I wish I would gone and he said yeah man, I really wish you could come but don't worry he said, uh when we come back we'll party here have fun time and everything, and I was filtered_like yep for sure man, it's gonna be a great time he said yeah man it will be",M,20,N,NA,Punjabi,14
162,neutral,"filtered_so my friend and I were in Santa Monica and we're filtered_like Oh let's go watch a movie and he was filtered_like what d- what do you wanna watch I said um filtered_well there's American sniper out now I heard it's pretty good. He was filtered_like okay, let's go. filtered_so we go to the movie theaters and, w- we were about to buy the purchase ticket for the American sniper but then I saw the poster for the imitation game and I was filtered_like oh hey, I heard this movie's really good and uh it was, it's a British movie and it's about world war two and the Nazi code and everything and he's filtered_like oh I really want to like Bradley Cooper's movie though I heard it's really good but then I was filtered_like come on dude, it's Benedict Cumberbach he's filtered_like okay, filtered_well we'll see this one and then we can see the American sniper some other day we watched the movie and I asked him well how was it and he was filtered_like, oh I really liked it but then I was filtered_like yeah, it was good but I guess it was a bit over rated cause it was a nice movie but then again it wasn't w- what I was expecting and everything he said yeah I agree, and then, filtered_well filtered_like okay next day we'll watch American sniper.",M,20,N,NA,Punjabi,14
161,annoyed,"Oh hey filtered_so during the summer I was rooming here at U C L A when uh my roommate decided to to turn down the A C I love the cold weather so I said I'm a leave the A C on and then I went outside to go to a friend's dorm and when I came back I saw that the A C was off filtered_so I told him why did you turn it off, and he said he likes the hot filtered_so it was really annoying rooming with him",M,18,N,NA,Spanish,3
161,phonecall,"Hey come lu- this is Anthony, what are you doing? no I um but um filtered_so how was your day? yeah my day was really good too actually I'm almosy done and I'm gonna go to cat a lean uh at three yeah I need to start packing though I haven't even started packing I had um I just finished psychology that I didn't, I only had sike today because I'm not gonna go to chem- +chemistry yeah what class are you going to right now? I'm sorry? I said what class do you have right now oh you're walking to math okay, it starts at one, or what time does it start? th- oh oh good luck, good luck on your midterm, I completely forgot good luck, good luck you got this, you got this what time did you go to sleep last night? huh? five thirty? no, what time did you wake up? oh but you didn't go to your ten A M huh okay yeah what you have French, for ten A M? yeah okay yeah, yeah that's true and yeah cause you just finished a midterm for French three and that's another land go you just finished um a midterm for chem- +chemistry a midterm for French, right, not too long ago oh y- n- didn't you say you had a midterm for French? oh see yeah exactly that's what I said, I was filtered_like you just finished um m- hm oh you guys had a substitute? Yeah we had a substitute for Sherry too yeah it w- I don't know if we still have him today oh w- I don't know, I only went on Monday but Wednesday yeah yeah k- I didnt' go I didn't go no I went Monday and there was a sub, and then Wednesday I didn't go cause um I don't know why, I forgot why but um apparently like Sherry, h- he won't the whole class saying that there's low attendance, and that reflects bad upon him yeah it's crazy I was filtered_like oh I was filtered_like but I was filtered_like I never go anyways, I never go cause there's filtered_like never seats for me filtered_so I'm just filtered_like wow I know yeah okay, so um, nice talking to you uh I I I call, this call ends right now okay filtered_so bye, I'll see you later alright bye, good luck on your midterm K bye",M,18,N,NA,Spanish,3
161,happy,"Hey Sophia guess what. I think I just completely did so good on this interview for the med friends the street team program, uh you don't understand how confident I am about this. This this for sure one of the most proudest moments I've had while interviewing someone because not only did I come across points that are clear and concise I also managed to even get his number and we're both filtered_like we just made a really great friendship over this interview.",M,18,N,NA,Spanish,3
161,neutral,"Hello, can I get a Can I get some tomatoes, oh Can I h- use whole grain bread? and can I use can I get tomatoes, lettuce pickles, spinach and then can I get American cheese and yeah that thought, that ham is fine. yeah, and then yeah could I get it toasted please okay, thank you",M,18,N,NA,Spanish,3
160,annoyed,"Yeah filtered_so I think I need to get my wisdom tooth pulled out. It hurts so bad. s- sore aching pain and I hate it so much uh I can't even chew or sleep anymore just wakes me up each night hope I get it out, I get it taken out soon. uh",M,20,Y,Tagalog/Kakangpangan,NA,NA
160,phonecall,"Yo- +yogurt um I uh, I need to uh talk to you for filtered_like thirty seconds cause it's for the lab thing alright I I'm gonna talk to you for thirty seconds cause it's for a lab thing that I'm doing for sike filtered_like just talking for thirty seconds, it's cool, hold on yeah um, s- it can be about anything filtered_so, what's up um in a bit, I'm about to be done in filtered_like twenty seconds so yeah, are you are you at your room right now? uh for sure, I'll be there in about twenty seconds, until this thing is done you just got to keep talking to me for five more seconds yeah uh yeah, I'm down uh sure I peace alright hello ma for thirty seconds just talk to me for thirty seconds it's filtered_like a voice v- um it's filtered_like a voice variance thing alright, I don't I don't I don't think I'm I don't think I'm gonna come home in a day again I have to fill in for Philipino Uh send me the send me the send wait they the they emailed you today? alright alright yeah I'll take care of it alright that, hold on just keep talking to me for filtered_like thirty seconds it's cool um alright yeah, that wasn't that hard bye yeah this was for filtered_like a, like a s- a psychology test just to like test voice variance alright yeah, yeah bye love you bye",M,20,Y,Tagalog/Kakangpangan,NA,NA
160,happy,"filtered_so um I had to do a project for classics fifty one B and um one of the extra credit projects was to go to the get D villa I'd never been and filtered_so it was my first time going in I really enjoyed the scenery, the sculptures and it was a really great time. I also went to the beach after that. I'm thinking about going again. Just because of how fun it was. yeah.",M,20,Y,Tagalog/Kakangpangan,NA,NA
160,neutral,"Hi filtered_so um yesterday I got a sub way sandwich and I I didn't really know what to order first I was filtered_like thinking of if I should get a roast beef but then I decided on turkey and I put provolone cheese, lettuce tomatoes and a little bit of may oh it was really good. I think I'll have it again tomorrow maybe.",M,20,Y,Tagalog/Kakangpangan,NA,NA
159,annoyed,I told my roommate to go ahead and filtered_like not invite his friends over during the week days just because our dorm room is so small and he said that it wasn't that Mitch of like a big deal and then I said that um it is a big deal cause I pay f- to live here and then he said that his friends aren't that much of a bother and I said that they are a bother because they keep me up late. and he said that that's not true and I said that they couldn't come over anymore.,M,20,N sounds native,NA,Spanish,4
159,phonecall,"Hi okay filtered_so I'm in my experiment so I'm gonna um I just have to talk to you for two minutes and then um they just filtered_like wanna hear me speak so you filtered_like don't really have to say anything back if you don't want to but I'm gonna talk to you for two minutes okay you ready? okay okay filtered_so um today I um sent in my application for the supervisor position and um we had to do filtered_like a cover letter, and we had to do a resume, and then we had to answer like a bunch of questions that were included in the um in the packet and I found out last night that another girl is applying who is older than me um she started the summer before I did filtered_so I'm filtered_like a little worried that she might get it over me but um I've talked to other supervisors and the managers too and um they said that um that they felt filtered_like I was more qualified, but filtered_like I'm still kind of nervous about it cause I don't know if they're gonna give it to her cause she's been here a little bit longer, she's also graduating next fall, so and I'm not gonna be graduating until like the following spring filtered_so I feel filtered_like it'd be filtered_like a better investment for them to give it to me I don't know um I don't know it just made sense to me but but yeah I turned in my my stuff, I turned in my resume, turned in my cover letter It was my first time ever writing a cover letter, that was kind of weird, cause I've never written one before um but yeah filtered_so I, it was due tomorrow at three and um they'll probably get in contact with me by like the weekend um and then there's another girl that's applying and she's younger than me and but she's leaving the summer to study abroad filtered_so filtered_like most likely they're not gonna give it to her because that'd be ridiculous for them to give the position to someone who's only going to be here for filtered_like the rest of the school year and then not filtered_like be back until the fall so um so yeah I don't know if it's gonna end up happening but um I've, like the other supervisors I've talked to they said that filtered_like they think that I'd be really good at it and stuff, and filtered_so I'm also kind of hoping that filtered_like if I do get it that they're not gonna filtered_like, the other supervisors aren't gonna like not be mean but kind filtered_like be stand off ish with me, because they know that um filtered_like they're friends with her, one of them is filtered_like her roommate and the other one is filtered_like has been working with her since she started working filtered_so like a little nervous about that yeah yeah exactly. But yeah yeah I've, just went online and I did it. I went online and found a copy. and then I also had a copy of one of my friends filtered_so I kind of filtered_like mimicked theirs but changed it obviously but yeah but um, I will, I'll call you in a little bit and I'll fill you in on the rest. okay then I will talk to you later bye, love you too, bye.",M,20,N sounds native,NA,Spanish,4
159,happy,This past summer I went to Europe and while I was in Germany visiting some friends um we went out to a pub for the night um the bartender had asked if we were American because he could tell by our accent then I said um we were and then he said that he wanted to give us a drink that he had felt it was influenced by California and we accepted um after we drank it he asked how it was and we said we liked it and he said he was happy.,M,20,N sounds native,NA,Spanish,4
159,neutral,I asked my roommate to go ahead and turn off the computer because it was pretty late and he said that he needed to stay up a little bit longer because he was in the middle of a video game and then I asked him again to turn it down at least because it was kind of distracting to try to go to sleep um he refused and then said that um he wouldn't be that much longer and then I said that um it was just gonna be a problem to get up early tomorrow.,M,20,N sounds native,NA,Spanish,4
157,annoyed,Um the other day uh I talked to my roommate about something um first I said uh why did you tell my friend what I told you not to tell him and then he said I didn't tell him and then I said then how does he know? then he said I don't know. then I said filtered_well clearly you told him. and he said no I didn't. and I said uh you're lying and he said I'm not.,M,21,Y,Korean,NA,NA
157,phonecall,"Hello Hello Hey so, yeah I told you I'd be calling you m- m- No they can't like for a about two minutes, yeah yep yeah you can talk about whatever you want to sure if you want oh my goodness ah it's it's for filtered_like a study or what not yeah yeah are you ah, they should at the end I think. I think they're supposed to m- hm. I think they're supposed to. but so far I don't know no I'm in filtered_like a room by myself and um they can h- they can, they can't hear but I think yeah they can hear later on cause I'm recording right now basic um, not your part just my part. filtered_like I have a separate Mike yes, very interesting. uh huh Uh, don't know about that one man. I I don't know Hey uh, are you just gonna be home all day? oh oh! trying to, just play some league. Probably uh filtered_like four thirty ish alright alright okay okay uh I don't know about that man, but uh alright filtered_well um, I think it's filtered_like two minutes exactly, filtered_so uh I'll yeah alright, alright m- hm thank you, thank you very much. Alright, bye",M,21,Y,Korean,NA,NA
157,happy,Um the other day um I went to go see my friend who uh I was starting to have feelings for um filtered_so I asked her out and she said that she had to think about it at first and I told her you know that's okay and then she said after a while yes and I said feel great and she said uh filtered_so what time should we meet up? tomorrow.,M,21,Y,Korean,NA,NA
157,neutral,filtered_so the other day I went to in and out and I ordered a burger and what the worker there told me was uh if I wanted onions and I said no and he asked if I wanted cheese and I said no as well and then he told me the amount total and then I said and I paid him after that.,M,21,Y,Korean,NA,NA
156,annoyed,"First Sam said that we had to go get firewood which was fine, but then I said filtered_well perhaps we could get wood chips or something smaller but no he said we had to go to home depot and we went and we couldn't find a portable fire pit but we did find logs and I said filtered_well perhaps we should get a hatchet and he said no that it would be fine with just lighter fluid and I said filtered_well perhaps that's not gonna work because you know lighter fluid with big logs doesn't seem filtered_like it'll work but never the less we got it",M,21,Y,NA,NA,NA
156,phonecall,"Hello What's up I know, um, yeah filtered_so anyway this is for a test but don't really worry about that, um, we're just gonna have a regular conversation. filtered_so um uh oh yeah. Uh, about coming home on Saturday, I actually do need to talk to you about that, uh or coming home late S- or early Sunday morning or late Saturday night what do you think would be better Um, Adam originally wanted to come home late Saturday night. I thought that Sunday morning would be better because I will be doing stuff on Saturday evening, hanging out with uh fraternity brothers, and I haven't had a chance to filtered_like actually hang out with them in awhile, so uh I think we're gonna come home on Sunday morning. And what time filtered_like what time sh- should we be home by. filtered_like when do you wanna start the thing. Or when does mom wanna start the thing at grandma's. okay okay. cool. um. I'll have to double check then that I can miss my meeting, I'm not sure. But I'll I'll ask. cause that would normally be on Sunday afternoons. huh. uh, yeah. Oh I got selected for the Vegas trip Yeah I'm gonna be doing that Um I got uh, I had to get special documentation, Kelly, that I'll be going on the trip so I can miss an oral exam in Spanish but. Turned out well. filtered_so. I'm just gonna take it early, and I'll go to Vegas. Are you gonna be there? Awesome. It'll be fun. huh huh. I'd love to. alright. Sounds fine. filtered_well that's in two weeks. What? Hm huh. yeah We'll probably leave soon after our last loss though, or our first loss I g- one and only loss, and then we'll go back. Yeah, one and done in the pack twelve tournament. Anyway, I only needed a two minute sample, so I guess we'll talk soon. Alright, see you soon. W- bye.",M,21,Y,NA,NA,NA
156,happy,"Huh filtered_well um Jason first talked to me about maybe going out to yellow stone over the last summer uh at in May of last year filtered_so almost a year ago and um it was really awesome, I'd been to yellow stone once before I was really looking forward to it we were gonna go with a few other brothers from our fraternity and uh we actually all piled into his van um and planning the trip was really fun you know he had a lot of ideas of what food we could make or what things we could do and I don't know it was a great time, yeah it was hot. it was a really good a really fun experience.",M,21,Y,NA,NA,NA
156,neutral,"Um, my day was okay, I uh, I woke up at filtered_like eight thirty, nine ish um I had a quick breakfast, I didn't really didn't really have much to do but I did have to go to the phonetics lab to do a quick recording session, that was pretty cool, I'll tell you more about that later. Um anyway, and then later I went to the library, I got some studying done, uh and then after that I had a quick section for one of my ling classes and then I had class in the other one.",M,21,Y,NA,NA,NA
154,annoyed,"filtered_so what happened was last night we got into and argument, me and my roommate, because, you know how we have a system where each of us does one thing everyday filtered_so for example on Mondays I do the dishes and then on Tuesdays he does the dishes and then we rotate filtered_so on filtered_so on. but then yesterday was his turn to do the dishes but what he did instead is he left the pile of dishes bought from from cooking for his friends cause they came over and then he just left them all there. and then I confront him about it the next day but he denies that it's not his day.",M,21,N,NA,Korean,11
154,phonecall,"hello hello yo- +yogurt Alex alright Alex filtered_so, we got to talk on the phone for two minutes we're gonna talk about anything, alright okay filtered_so, can you give me a topic, huh hello no you're not on speaker well, my Valentine's day was pretty relaxing it was good ha, ha uh, huh no we had a good time we had good food, good family time and yeah we just had a a moment to just you know relax from, take a break from school yeah, how about, how was your Valentine's, man? oh, okay filtered_so uh it seems filtered_like Isaac is denying any relations with, huh, the girl that he brought over yeah I wonder if he feels bad about it did you ever ask him about that? After he got back oh, I see hey, are you home right now? wow, you ditched us, bro huh huh wait what time did you finish? oh, man K I think we got filtered_like twenty seconds left yeah are you playing league right now? are you gonna play league? later oh hey, what's there to eat at home? did you eat? okay, okay filtered_well I'll see you later. I think we're done. Okay thanks bud",M,21,N,NA,Korean,11
154,happy,"filtered_so y- my friends and I we made vacation plans and then she first said that we should go to Las Vegas and maybe get a hotel room together and then we can go to swimming pool chill at a spa, or you know, go to maybe a club. and then I said that sound like a good idea. but wouldn't that be too expensive? and we're just college students so it might become a little too costly. and but then he said filtered_well we can get a jobs and work part time to save up.",M,21,N,NA,Korean,11
154,neutral,filtered_so I went to chipotle the other day and filtered_well I got in line and I got I start off the burrito bowl. and they asked me for different options and I tried the combination of steak and chicken so I got that and then later they asked me what kind of beans I wanted filtered_so I got the pinto beans with um a little bit of the other kind the black beans. which is good for protein. right? And then let's see,M,21,N,NA,Korean,11
150,annoyed,filtered_so I was helping my friend with her homework the other day but she wouldn't listen to what I had to say even though she was the one who asked me for help. that was really annoying because uh I had knew how to do a question and I knew how to make her understand the question but she didn't want to do it even though she didn't had no ide how to do it. I tried giving her a cues but all she said was that uh maybe but it was really annoying because I didn't think she understood what I was trying to say and at the same time she wanted help but didn't want to accept my help the way that I was giving it. filtered_so I was just kind of annoyed with that in the end um I decided I didn't want to help her anymore because it was it was just beyond the effort. that I wanted to put in.,M,21,Y,NA,NA,NA
150,phonecall,"Hi Vivian um filtered_so I'm gonna talk to you about stuff for filtered_like two minutes um yeah a second, okay um uh filtered_so basically, I wanna check up on my niece, just because she's really cute uh yeah, um I, she got sick the other day yeah um, she b- sh- uh yep okay filtered_so um my neice was filtered_like she got sick and she still looks really cute in the photos, but she's sick so it's kind of sad yeah I think filtered_so um, my mom said that she's gonna make her um filtered_like chicken soup just cause it's a fam- +family it's filtered_like a family thing, tradition, kind of yeah um no she, she buys like chicken cutlets, and then she she does boil it in a giant pot but not the whole chicken, just the chicken cutlets and it's filtered_like really clean and white it's, it's not very greasy um its kind of very light. Cause if you put the whole chicken in it's pretty greasy, but it's yeah um yeah but she she looks really cute anyway, just cause she's she's she, I don't know she's sleeping and then just filtered_like yeah, sh- yeah yeah, my mom took photos of her and she was filtered_like oh Isabelle got sick, and I was on face book filtered_like, oh my God no it's so sad and then even now sometimes I'm filtered_like no that's so sad, and I was filtered_like okay this is kind of fun um filtered_well it is the first baby and the the my mom's first grandchild my f- me and my sister's first neice yeah filtered_so we're filtered_like super excited, I mean it's gonna be really sad for the next child because um it won't be as exciting, I mean we'll still be excited but just not as excited about Isabelle. She's just really cute. yeah. uh. yeah I don't know about being spoiled because um my mom is really down to earth but um I can kind of see it happening just because um I don't know I can see it, kind of see it happening because my mom doesn't act as nice all the time but she's really nice around the baby yeah I think that's enough for now, I'll I'll see you later. yeah thank you for like answering the phone alright see you in a bit bye",M,21,Y,NA,NA,NA
150,happy,filtered_so I went to a interview for um one of the med schools that I was applying for and they were really happy because I had all the experience they were looking for of course it wasn't everything that they made out to be but I uh was able to answer all the questions really filtered_well they were able to give me a lot of good pointers on how to improve but they said they were really interested which was really good for me because I um I was really were nervous at interviews but for this interview I was really confident and relaxed and it turned out alright,M,21,Y,NA,NA,NA
150,neutral,filtered_so we were doing a group project and uh my friend told me that I should probably um do it with the book but I didn't really want to filtered_so I told him that it actually helps data if I just um I don't know um use hedge fund instead but he told me the book was better but uh I disagreed filtered_so we just kept arguing for awhile and uh eventually we decided to that we didn't need the book after all but will the head phones so we just to to hold it together,M,21,Y,NA,NA,NA
